method,Internal_ID,Annotation_ID,Metabolite,MZ,Adduct,hmdbId,hmdbIdSpecificity,chebiId,pubChemId,smiles,inChI,inChIKey,chemicalFormula,adduct of formula,LinkedCompounds
C18P,Annotation__20240429__Phytosphingosine__LqnppnD5,Phytosphingosine,Phytosphingosine,318.3002704,[M+H]+,HMDB0004610,1,CHEBI:46961,122121,CCCCCCCCCCCCCC[C@H]([C@H]([C@H](CO)N)O)O,"InChI=1S/C18H39NO3/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-17(21)18(22)16(19)15-20/h16-18,20-22H,2-15,19H2,1H3/t16-,17+,18-/m0/s1",AERBNCYCJBRYDG-KSZLIROESA-N,C18H39NO3,[M],mxp1013
C18P,Annotation__20240429__Thr-Leu__tXxqytwz,Thr-Leu,Thr-Leu,233.1495844,[M+H]+,HMDB0029065,1,,7021828,C[C@H]([C@@H](C(=O)N[C@@H](CC(C)C)C(=O)O)N)O,"InChI=1S/C10H20N2O4/c1-5(2)4-7(10(15)16)12-9(14)8(11)6(3)13/h5-8,13H,4,11H2,1-3H3,(H,12,14)(H,15,16)/t6-,7+,8+/m1/s1",BQBCIBCLXBKYHW-CSMHCCOUSA-N,C10H20N2O4,[M],mxp2115
C18P,Annotation__20240429__Thr-Lys__SXzRJgz3,Thr-Lys,Thr-Lys,248.1604834,[M+H]+,HMDB0029066,1,,10332210,C[C@H]([C@@H](C(=O)N[C@@H](CCCCN)C(=O)O)N)O,"InChI=1S/C10H21N3O4/c1-6(14)8(12)9(15)13-7(10(16)17)4-2-3-5-11/h6-8,14H,2-5,11-12H2,1H3,(H,13,15)(H,16,17)/t6-,7+,8+/m1/s1",YKRQRPFODDJQTC-CSMHCCOUSA-N,C10H21N3O4,[M],mxp2114
C18P,Annotation__20240429__Asn-Arg__hjXm9E7t,Asn-Arg,Asn-Arg,289.1618804,[M+H]+,HMDB0028725,1,,14299174,C(C[C@@H](C(=O)O)NC(=O)[C@H](CC(=O)N)N)CN=C(N)N,"InChI=1S/C10H20N6O4/c11-5(4-7(12)17)8(18)16-6(9(19)20)2-1-3-15-10(13)14/h5-6H,1-4,11H2,(H2,12,17)(H,16,18)(H,19,20)(H4,13,14,15)/t5-,6-/m0/s1",NPDLYUOYAGBHFB-WDSKDSINSA-N,C10H20N6O4,[M],mxp2033
C18P,Annotation__20240429__His-Asp__ixR9NZDB,His-Asp,His-Asp,271.1036974,[M+H]+,HMDB0028881,1,,7020094,C1=C(NC=N1)C[C@@H](C(=O)N[C@@H](CC(=O)O)C(=O)O)N,"InChI=1S/C10H14N4O5/c11-6(1-5-3-12-4-13-5)9(17)14-7(10(18)19)2-8(15)16/h3-4,6-7H,1-2,11H2,(H,12,13)(H,14,17)(H,15,16)(H,18,19)/t6-,7-/m0/s1",MDCTVRUPVLZSPG-BQBZGAKWSA-N,C10H14N4O5,[M],mxp1939
C18P,Annotation__20240429__Pro-His__XyXSuiPy,Pro-His,Pro-His,253.1295174,[M+H]+,HMDB0029019,1,,9856353,C1C[C@H](NC1)C(=O)N[C@@H](CC2=CN=CN2)C(=O)O,"InChI=1S/C11H16N4O3/c16-10(8-2-1-3-13-8)15-9(11(17)18)4-7-5-12-6-14-7/h5-6,8-9,13H,1-4H2,(H,12,14)(H,15,16)(H,17,18)/t8-,9-/m0/s1",BEPSGCXDIVACBU-IUCAKERBSA-N,C11H16N4O3,[M],mxp2042
C18P,Annotation__20240429__Trp-Ser__iPE8RxtH,Trp-Ser,Trp-Ser,292.1291834,[M+H]+,HMDB0029092,1,,7009660,C1=CC=C2C(=C1)C(=CN2)C[C@@H](C(=O)N[C@@H](CO)C(=O)O)N,"InChI=1S/C14H17N3O4/c15-10(13(19)17-12(7-18)14(20)21)5-8-6-16-11-4-2-1-3-9(8)11/h1-4,6,10,12,16,18H,5,7,15H2,(H,17,19)(H,20,21)/t10-,12-/m0/s1",MYVYPSWUSKCCHG-JQWIXIFHSA-N,C14H17N3O4,[M],mxp2158
C18P,Annotation__20240429__Trp-Thr__AmhGkntf,Trp-Thr,Trp-Thr,306.1448334,[M+H]+,HMDB0029093,1,,145453502,C[C@@H]([C@@H](C(=O)O)NC(=O)[C@H](CC1=CNC2=CC=CC=C21)N)O,"InChI=1S/C15H19N3O4/c1-8(19)13(15(21)22)18-14(20)11(16)6-9-7-17-12-5-3-2-4-10(9)12/h2-5,7-8,11,13,17,19H,6,16H2,1H3,(H,18,20)(H,21,22)/t8-,11-,13-/m0/s1",YBRHKUNWEYBZGT-QWRKXWFKSA-N,C15H19N3O4,[M],mxp2159
C18P,Annotation__20240429__Tyr-Met__624ZsH4V,Tyr-Met,Tyr-Met,313.1216564,[M+H]+,HMDB0029111,1,,46937960,CSCC[C@@H](C(=O)O)NC(=O)[C@H](CC1=CC=C(C=C1)O)N,"InChI=1S/C14H20N2O4S/c1-21-7-6-12(14(19)20)16-13(18)11(15)8-9-2-4-10(17)5-3-9/h2-5,11-12,17H,6-8,15H2,1H3,(H,16,18)(H,19,20)/t11-,12-/m0/s1",KYPMKDGKAYQCHO-RYUDHWBXSA-N,C14H20N2O4S,[M],mxp2172
C18P,Annotation__20240429__alpha-Chaconine__8J9BaAKL,alpha-Chaconine,alpha-Chaconine,852.5103854,[M+H]+,HMDB0039353,1,,442971,C[C@H]1CC[C@@H]2[C@H]([C@H]3[C@@H](N2C1)C[C@@H]4[C@@]3(CC[C@H]5[C@H]4CC=C6[C@@]5(CC[C@@H](C6)O[C@H]7[C@@H]([C@H]([C@@H]([C@H](O7)CO)O[C@H]8[C@@H]([C@@H]([C@H]([C@@H](O8)C)O)O)O)O)O[C@H]9[C@@H]([C@@H]([C@H]([C@@H](O9)C)O)O)O)C)C)C,"InChI=1S/C45H73NO14/c1-19-7-10-28-20(2)31-29(46(28)17-19)16-27-25-9-8-23-15-24(11-13-44(23,5)26(25)12-14-45(27,31)6)57-43-40(60-42-37(53)35(51)33(49)22(4)56-42)38(54)39(30(18-47)58-43)59-41-36(52)34(50)32(48)21(3)55-41/h8,19-22,24-43,47-54H,7,9-18H2,1-6H3/t19-,20+,21-,22-,24-,25+,26-,27-,28+,29-,30+,31-,32-,33-,34+,35+,36+,37+,38-,39+,40+,41-,42-,43+,44-,45-/m0/s1",TYNQWWGVEGFKRU-AJDPQWBVSA-N,C45H73NO14,[M],mxp2307
C18P,Annotation__20240429__Ecabet__h6GPbEvV,Ecabet,Ecabet,398.1995724,[M+NH4]+,HMDB0015613,1,CHEBI:135593,65781,CC(C)C1=C(C=C2C(=C1)CC[C@@H]3[C@@]2(CCC[C@@]3(C)C(=O)O)C)S(=O)(=O)O,"InChI=1S/C20H28O5S/c1-12(2)14-10-13-6-7-17-19(3,8-5-9-20(17,4)18(21)22)15(13)11-16(14)26(23,24)25/h10-12,17H,5-9H2,1-4H3,(H,21,22)(H,23,24,25)/t17-,19-,20-/m1/s1",IWCWQNVIUXZOMJ-MISYRCLQSA-N,C20H28O5S,[M],mxp1484
C18P,Annotation__20240429__Pregnenolone__qWvzkQFu,Pregnenolone,Pregnenolone,299.2369414,[M-H2O+H]+,,,,8955,CC(=O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C,"InChI=1S/C21H32O2/c1-13(22)17-6-7-18-16-5-4-14-12-15(23)8-10-20(14,2)19(16)9-11-21(17,18)3/h4,15-19,23H,5-12H2,1-3H3/t15-,16-,17+,18-,19-,20-,21+/m0/s1",ORNBQBCIOKFOEO-QGVNFLHTSA-N,C21H32O2,[M],mxp4127
C18P,Annotation__20240604__2-Aminocaprylicacid__xeZggibG,2-Aminocaprylic acid,2-Aminocaprylic acid,160.1332054,[M+H]+,HMDB0000991,1,CHEBI:75145,69522,CCCCCCC(C(=O)O)N,"InChI=1S/C8H17NO2/c1-2-3-4-5-6-7(9)8(10)11/h7H,2-6,9H2,1H3,(H,10,11)",AKVBCGQVQXPRLD-UHFFFAOYSA-N,C8H17NO2,[M],mxp0869
C8P,Annotation__20230628__PC120120__9wfuGy9F,PC 12:0/12:0,PC 12:0/12:0 [iSTD],622.4442334,[M+H]+,Internal standard,,CHEBI:65211,512874,CCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCC,"InChI=1S/C32H64NO8P/c1-6-8-10-12-14-16-18-20-22-24-31(34)38-28-30(29-40-42(36,37)39-27-26-33(3,4)5)41-32(35)25-23-21-19-17-15-13-11-9-7-2/h30H,6-29H2,1-5H3/t30-/m1/s1",IJFVSSZAOYLHEE-SSEXGKCCSA-N,C32H64NO8P,[M],mxp0262
C8P,Annotation__20231011__LPC140A__TGyc48KN,LPC 0:0/14:0,LPC 0:0/14:0,468.3084684,[M+H]+,,,,24779490,CCCCCCCCCCCCCC(=O)O[C@H](CO)COP(=O)([O-])OCC[N+](C)(C)C,"InChI=1S/C22H46NO7P/c1-5-6-7-8-9-10-11-12-13-14-15-16-22(25)30-21(19-24)20-29-31(26,27)28-18-17-23(2,3)4/h21,24H,5-20H2,1-4H3/t21-/m1/s1",IGZPHNNYPPAPLA-OAQYLSRUSA-N,C22H46NO7P,[M],mxp3086
C8P,Annotation__20230628__LPC14000__5XxpMvEm,LPC 14:0/0:0,LPC 14:0/0:0,468.3084684,[M+H]+,HMDB0010379,1,CHEBI:64489,460604,CCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)O,"InChI=1S/C22H46NO7P/c1-5-6-7-8-9-10-11-12-13-14-15-16-22(25)28-19-21(24)20-30-31(26,27)29-18-17-23(2,3)4/h21,24H,5-20H2,1-4H3/t21-/m1/s1",VXUOFDJKYGDUJI-OAQYLSRUSA-N,C22H46NO7P,[M],mxp0264
C8P,Annotation__20230628__LPC15000__6GDk2FCi,LPC 15:0/0:0,LPC 15:0/0:0,482.3241184,[M+H]+,HMDB0010381,1,,24779458,CCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)O,"InChI=1S/C23H48NO7P/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-23(26)29-20-22(25)21-31-32(27,28)30-19-18-24(2,3)4/h22,25H,5-21H2,1-4H3/t22-/m1/s1",RJZVWDTYEWCUAR-JOCHJYFZSA-N,C23H48NO7P,[M],mxp2290
C8P,Annotation__20230628__LPC16100__rzMazkxe,LPC 16:1/0:0,LPC 16:1/0:0,494.3241184,[M+H]+,HMDB0010383,2,CHEBI:73851,,CCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)O,"InChI=1S/C24H48NO7P/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-24(27)30-21-23(26)22-32-33(28,29)31-20-19-25(2,3)4/h10-11,23,26H,5-9,12-22H2,1-4H3/b11-10-/t23-/m1/s1",,C24H48NO7P,[M],mxp0265-sc
C8P,Annotation__20230628__LPC16000__BQ7TRim6,LPC 16:0/0:0,LPC 16:0/0:0,496.3397684,[M+H]+,HMDB0010382,1,CHEBI:72998,460602,CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)O,"InChI=1S/C24H50NO7P/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-24(27)30-21-23(26)22-32-33(28,29)31-20-19-25(2,3)4/h23,26H,5-22H2,1-4H3/t23-/m1/s1",ASWBNKHCZGQVJV-HSZRJFAPSA-N,C24H50NO7P,[M],mxp0266
C8P,Annotation__20230628__LPC17100__qvCQx8WZ,LPC 0:0/17:1,LPC 0:0/17:1,508.3397684,[M+H]+,,,,,,,,C25H50NO7P,[M],mxp3091-sc
C8P,Annotation__20231011__LPC171B__Mdp5iWnp,LPC 17:1/0:0,LPC 17:1/0:0,508.3397684,[M+H]+,,,,42607442,CCCCCC/C=C\CCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)O,"InChI=1S/C25H50NO7P/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-25(28)31-22-24(27)23-33-34(29,30)32-21-20-26(2,3)4/h10-11,24,27H,5-9,12-23H2,1-4H3/b11-10-/t24-/m1/s1",XBGIMYLOTRDXPK-AGXIJRPPSA-N,C25H50NO7P,[M],mxp0260
C8P,Annotation__20230628__LPC00170__C3w6N8ne,LPC 0:0/17:0,LPC 0:0/17:0,510.3554184,[M+H]+,,,,165415680,CCCCCCCCCCCCCCCCC(=O)O[C@H](CO)COP(=O)([O-])OCC[N+](C)(C)C,"InChI=1S/C25H52NO7P/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-25(28)33-24(22-27)23-32-34(29,30)31-21-20-26(2,3)4/h24,27H,5-23H2,1-4H3/t24-/m1/s1",ODFZXVWAVNPFPM-XMMPIXPASA-N,C25H52NO7P,[M],mxp3090
C8P,Annotation__20230628__LPC17000__ZtzN7vtF,LPC 17:0/0:0,LPC 17:0/0:0,510.3554184,[M+H]+,HMDB0012108,1,CHEBI:74340,24779463,CCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)O,"InChI=1S/C25H52NO7P/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-25(28)31-22-24(27)23-33-34(29,30)32-21-20-26(2,3)4/h24,27H,5-23H2,1-4H3/t24-/m1/s1",SRRQPVVYXBTRQK-XMMPIXPASA-N,C25H52NO7P,[M],mxp1050
C8P,Annotation__20230630__LPC18300__6at9xCPG,LPC 18:3/0:0,LPC 18:3/0:0,518.3241184,[M+H]+,HMDB0010387,2,CHEBI:88698,,CCCCC/C=C\C/C=C\C/C=C\CCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)O,"InChI=1S/C26H48NO7P/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-26(29)32-23-25(28)24-34-35(30,31)33-22-21-27(2,3)4/h9-10,12-13,15-16,25,28H,5-8,11,14,17-24H2,1-4H3/b10-9-,13-12-,16-15-/t25-/m1/s1",,C26H48NO7P,[M],mxp0271-sc
C8P,Annotation__20230628__LPC00182__nYE6Gz89,LPC 0:0/18:2,LPC 0:0/18:2,520.3397684,[M+H]+,HMDB0061700,2,,,,,,C26H50NO7P,[M],mxp3094-sc
C8P,Annotation__20230628__LPC18200__r74tHfKz,LPC 18:2/0:0,LPC 18:2/0:0,520.3397684,[M+H]+,HMDB0010386,2,CHEBI:28733,,CCCCC/C=C\C/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)O,"InChI=1S/C26H50NO7P/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-26(29)32-23-25(28)24-34-35(30,31)33-22-21-27(2,3)4/h9-10,12-13,25,28H,5-8,11,14-24H2,1-4H3/b10-9-,13-12-/t25-/m1/s1",,C26H50NO7P,[M],mxp0272-sc
C8P,Annotation__20230628__LPC00181__7a6csNx3,LPC 0:0/18:1,LPC 0:0/18:1,522.3554184,[M+H]+,HMDB0061701,2,,,,,,C26H52NO7P,[M],mxp3093-sc
C8P,Annotation__20230628__LPC18100__czBJkweP,LPC 18:1/0:0,LPC 18:1/0:0,522.3554184,[M+H]+,HMDB0002815,2,CHEBI:28610,,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)O,"InChI=1S/C26H52NO7P/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-26(29)32-23-25(28)24-34-35(30,31)33-22-21-27(2,3)4/h12-13,25,28H,5-11,14-24H2,1-4H3/b13-12-/t25-/m1/s1",,C26H52NO7P,[M],mxp2932-sc
C8P,Annotation__20230628__LPC00180__RiVxbujF,LPC 0:0/18:0,LPC 0:0/18:0,524.3710684,[M+H]+,HMDB0011128,1,,24779491,CCCCCCCCCCCCCCCCCC(=O)O[C@H](CO)COP(=O)([O-])OCC[N+](C)(C)C,"InChI=1S/C26H54NO7P/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-26(29)34-25(23-28)24-33-35(30,31)32-22-21-27(2,3)4/h25,28H,5-24H2,1-4H3/t25-/m1/s1",IQGPMZRCLCCXAG-RUZDIDTESA-N,C26H54NO7P,[M],mxp3092
C8P,Annotation__20230628__LPC18000__mAx3CAh8,LPC 18:0/0:0,LPC 18:0/0:0,524.3710684,[M+H]+,HMDB0010384,1,,497299,CCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)O,"InChI=1S/C26H54NO7P/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-26(29)32-23-25(28)24-34-35(30,31)33-22-21-27(2,3)4/h25,28H,5-24H2,1-4H3/t25-/m1/s1",IHNKQIMGVNPMTC-RUZDIDTESA-N,C26H54NO7P,[M],mxp2931
C8P,Annotation__20230628__LPC191__KBjm4Vf7,LPC 19:1/0:0,LPC 19:1/0:0,536.3710684,[M+H]+,,,,,,,,C27H54NO7P,[M],mxp3759-sc
C8P,Annotation__20230628__LPC00190__TCCPjzZ2,LPC 0:0/19:0,LPC 0:0/19:0,538.3867184,[M+H]+,,,,,,,,C27H56NO7P,[M],mxp3095
C8P,Annotation__20230628__LPC19000__Vsqf2L6G,LPC 19:0/0:0,LPC 19:0/0:0,538.3867184,[M+H]+,,,,24779472,CCCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)O,"InChI=1S/C27H56NO7P/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-27(30)33-24-26(29)25-35-36(31,32)34-23-22-28(2,3)4/h26,29H,5-25H2,1-4H3/t26-/m1/s1",WYIMORDZGCUBAA-AREMUKBSSA-N,C27H56NO7P,[M],mxp1672
C8P,Annotation__20230628__LPC00205__nzrV5Ybu,LPC 0:0/20:5,LPC 0:0/20:5,542.3241184,[M+H]+,,,,,,,,C28H48NO7P,[M],mxp3308-sc
C8P,Annotation__20230628__LPC20500__haD2pedk,LPC 20:5/0:0,LPC 20:5/0:0,542.3241184,[M+H]+,HMDB0010397,2,CHEBI:88686,,CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)O,"InChI=1S/C28H48NO7P/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-28(31)34-25-27(30)26-36-37(32,33)35-24-23-29(2,3)4/h6-7,9-10,12-13,15-16,18-19,27,30H,5,8,11,14,17,20-26H2,1-4H3/b7-6-,10-9-,13-12-,16-15-,19-18-/t27-/m1/s1",,C28H48NO7P,[M],mxp0278-sc
C8P,Annotation__20230628__LPC00204__nH8yvDQJ,LPC 0:0/20:4,LPC 0:0/20:4,544.3397684,[M+H]+,HMDB0061699,2,,,,,,C28H50NO7P,[M],mxp3100-sc
C8P,Annotation__20230628__LPC20400__BDwC2Nrr,LPC 20:4/0:0,LPC 20:4/0:0,544.3397684,[M+H]+,HMDB0010395,2,CHEBI:74344,,CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)O,"InChI=1S/C28H50NO7P/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-28(31)34-25-27(30)26-36-37(32,33)35-24-23-29(2,3)4/h9-10,12-13,15-16,18-19,27,30H,5-8,11,14,17,20-26H2,1-4H3/b10-9-,13-12-,16-15-,19-18-/t27-/m1/s1",,C28H50NO7P,[M],mxp0280-sc
C8P,Annotation__20230628__LPC00203__njjSizMB,LPC 0:0/20:3,LPC 0:0/20:3,546.3554184,[M+H]+,,,,,,,,C28H52NO7P,[M],mxp3099-sc
C8P,Annotation__20230628__LPC20300__BF6D96Te,LPC 20:3/0:0,LPC 20:3/0:0,546.3554184,[M+H]+,HMDB0010393,2,CHEBI:74343,,CCCCCCCC/C=C\C/C=C\C/C=C\CCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)O,"InChI=1S/C28H52NO7P/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-28(31)34-25-27(30)26-36-37(32,33)35-24-23-29(2,3)4/h12-13,15-16,18-19,27,30H,5-11,14,17,20-26H2,1-4H3/b13-12-,16-15-,19-18-/t27-/m1/s1",,C28H52NO7P,[M],mxp0282-sc
C8P,Annotation__20230628__LPC00202__HKa5XA6K,LPC 0:0/20:2,LPC 0:0/20:2,548.3710684,[M+H]+,,,,,,,,C28H54NO7P,[M],mxp3098-sc
C8P,Annotation__20230628__LPC20200__K3jCgAkc,LPC 20:2/0:0,LPC 20:2/0:0,548.3710684,[M+H]+,HMDB0010392,2,CHEBI:83055,,CCCCC/C=C\C/C=C\CCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)O,"InChI=1S/C28H54NO7P/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-28(31)34-25-27(30)26-36-37(32,33)35-24-23-29(2,3)4/h9-10,12-13,27,30H,5-8,11,14-26H2,1-4H3/b10-9-,13-12-/t27-/m1/s1",,C28H54NO7P,[M],mxp0283-sc
C8P,Annotation__20230628__LPC00201__HimDW7aw,LPC 0:0/20:1,LPC 0:0/20:1,550.3867184,[M+H]+,,,,,,,,C28H56NO7P,[M],mxp3097-sc
C8P,Annotation__20230628__LPC20100__ddXpDH9s,LPC 20:1/0:0,LPC 20:1/0:0,550.3867184,[M+H]+,HMDB0010391,2,CHEBI:88685,,CCCCCCCC/C=C\CCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)O,"InChI=1S/C28H56NO7P/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-28(31)34-25-27(30)26-36-37(32,33)35-24-23-29(2,3)4/h12-13,27,30H,5-11,14-26H2,1-4H3/b13-12-/t27-/m1/s1",,C28H56NO7P,[M],mxp0284-sc
C8P,Annotation__20230628__LPC00200__bJhTTdzn,LPC 0:0/20:0,LPC 0:0/20:0,552.4023684,[M+H]+,,,,,,,,C28H58NO7P,[M],mxp3096
C8P,Annotation__20230628__LPC20000__n4QgNnqi,LPC 20:0/0:0,LPC 20:0/0:0,552.4023684,[M+H]+,HMDB0010390,1,,24779473,CCCCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)O,"InChI=1S/C28H58NO7P/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-28(31)34-25-27(30)26-36-37(32,33)35-24-23-29(2,3)4/h27,30H,5-26H2,1-4H3/t27-/m1/s1",UATOAILWGVYRQS-HHHXNRCGSA-N,C28H58NO7P,[M],mxp2664
C8P,Annotation__20230628__LPC21000__e9yR4Smt,LPC 21:0/0:0,LPC 21:0/0:0,566.4180184,[M+H]+,,,,,,,,C29H60NO7P,[M],mxp3760-sc
C8P,Annotation__20230628__LPC00226__Gt5oiDbv,LPC 0:0/22:6,LPC 0:0/22:6,568.3397684,[M+H]+,,,,,,,,C30H50NO7P,[M],mxp3103-sc
C8P,Annotation__20230628__LPC22600__4RpieoXJ,LPC 22:6/0:0,LPC 22:6/0:0,568.3397684,[M+H]+,HMDB0010404,2,CHEBI:73873,,CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)O,"InChI=1S/C30H50NO7P/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-23-24-30(33)36-27-29(32)28-38-39(34,35)37-26-25-31(2,3)4/h6-7,9-10,12-13,15-16,18-19,21-22,29,32H,5,8,11,14,17,20,23-28H2,1-4H3/b7-6-,10-9-,13-12-,16-15-,19-18-,22-21-/t29-/m1/s1",,C30H50NO7P,[M],mxp0285-sc
C8P,Annotation__20230628__LPC00225__3QbAUgBV,LPC 0:0/22:5,LPC 0:0/22:5,570.3554184,[M+H]+,,,,,,,,C30H52NO7P,[M],mxp3310-sc
C8P,Annotation__20230628__LPC22500__egpyxTXx,LPC 22:5/0:0,LPC 22:5/0:0,570.3554184,[M+H]+,HMDB0010403,2,CHEBI:133734,,CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)O,"InChI=1S/C30H52NO7P/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-23-24-30(33)36-27-29(32)28-38-39(34,35)37-26-25-31(2,3)4/h6-7,9-10,12-13,15-16,18-19,29,32H,5,8,11,14,17,20-28H2,1-4H3/b7-6-,10-9-,13-12-,16-15-,19-18-/t29-/m1/s1",,C30H52NO7P,[M],mxp0286-sc
C8P,Annotation__20230628__LPC00224__FFwAqPU4,LPC 0:0/22:4,LPC 0:0/22:4,572.3710684,[M+H]+,,,,,,,,C30H54NO7P,[M],mxp3102-sc
C8P,Annotation__20230628__LPC22400__DZFpEff6,LPC 22:4/0:0,LPC 22:4/0:0,572.3710684,[M+H]+,HMDB0010401,2,CHEBI:133657,,CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)O,"InChI=1S/C30H54NO7P/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-23-24-30(33)36-27-29(32)28-38-39(34,35)37-26-25-31(2,3)4/h9-10,12-13,15-16,18-19,29,32H,5-8,11,14,17,20-28H2,1-4H3/b10-9-,13-12-,16-15-,19-18-/t29-/m1/s1",,C30H54NO7P,[M],mxp0287-sc
C8P,Annotation__20230628__LPC00223__dyDD6cZw,LPC 0:0/22:3,LPC 0:0/22:3,574.3867184,[M+H]+,,,,,,,,C30H56NO7P,[M],mxp3774-sc
C8P,Annotation__20230628__LPC22300__GvqUrnRQ,LPC 22:3/0:0,LPC 22:3/0:0,574.3867184,[M+H]+,,,,,,,,C30H56NO7P,[M],mxp3762-sc
C8P,Annotation__20230628__LPC22200__Wzsiaors,LPC 22:2/0:0,LPC 22:2/0:0,576.4023684,[M+H]+,HMDB0010400,2,,,,,,C30H58NO7P,[M],mxp3761-sc
C8P,Annotation__20230628__LPC22100__rMLbbS7r,LPC 22:1/0:0,LPC 22:1/0:0,578.4180184,[M+H]+,HMDB0010399,2,,,,,,C30H60NO7P,[M],mxp3106-sc
C8P,Annotation__20231011__LPC220A__HmkUGXAN,LPC 0:0/22:0,LPC 0:0/22:0,580.4336684,[M+H]+,,,,,,,,C30H62NO7P,[M],mxp3309
C8P,Annotation__20230628__LPC22000__ooBhEDTX,LPC 22:0/0:0,LPC 22:0/0:0,580.4336684,[M+H]+,HMDB0010398,1,CHEBI:183975,24779479,CCCCCCCCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[N+](C)(C)C)O,"InChI=1S/C30H62NO7P/c1-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22-23-24-30(33)36-27-29(32)28-38-39(34,35)37-26-25-31(2,3)4/h29,32H,5-28H2,1-4H3/t29-/m1/s1",UIINDYGXBHJQHX-GDLZYMKVSA-N,C30H62NO7P,[M],mxp1644
C8P,Annotation__20230628__LPC23000__ge89dMYY,LPC 23:0/0:0,LPC 23:0/0:0,594.4493184,[M+H]+,,,,,,,,C31H64NO7P,[M],mxp3764-sc
C8P,Annotation__20230628__LPC24500__fC5VrL6e,LPC 24:5/0:0,LPC 24:5/0:0,598.3867184,[M+H]+,,,,,,,,C32H56NO7P,[M],mxp3767-sc
